id,product,msrp,dept,description,thumb,vendor
481,Skateboard,501.51,10,"This skateboard is perfect for beginners and professionals alike. It is made from high-quality materials, providing a smooth and comfortable ride. The deck is designed for stability and durability, and the trucks and wheels provide a smooth ride. It is suitable for any terrain and is ideal for learning tricks and mastering the art of skateboarding.",http://dummyimage.com/250x250.png/cc0000/ffffff,951d32f1-2118-4237-a7a6-6e7d62df03f4
482,Scooter,398.3,10,"The Scooter is an easy and fun way to get around. It is lightweight, collapsible, and perfect for short commutes. It features a soft rubber handlebar and smooth-rolling wheels, making it an ideal choice for both adults and kids. With its foldable design, it can easily fit into a backpack for easy storage and transport. Enjoy the freedom of the open road with the Scooter!",http://dummyimage.com/250x250.png/5fa2dd/ffffff,a9465726-600c-40f6-8703-2b35c63fe26a
483,Bike Pump,836.96,10,"This Bike Pump is designed to quickly and easily inflate your bike tires. Its ergonomic design ensures comfortable pumping and its lightweight construction makes it easy to carry and store. The pump is compatible with both Presta and Schrader valves and includes a flexible hose for easy access to hard-to-reach valves. The pump is made of durable, high-quality materials and is suitable for all kinds of bike tires.",http://dummyimage.com/250x250.png/cc0000/ffffff,304ed7f9-da38-4e8e-a344-d3128f03757f
484,Spare Bike Tire,574.34,10,"Spare Bike Tire is a high-quality replacement tire for bicycles that is designed for long-lasting performance and durability. It is made of tough, wear-resistant rubber, and features an aggressive tread pattern for excellent traction on various types of terrain. The tire is lightweight, yet strong enough to handle a variety of riding styles. It is perfect for cyclists who want to keep their bike in peak condition, and provides a reliable ride in any situation.",http://dummyimage.com/250x250.png/dddddd/000000,4f9e3977-77fe-46ca-9af6-78f47659e872
485,Tennis Racket,656.99,10,"This tennis racket is perfect for all levels of tennis players, from beginners to experienced athletes. It features a lightweight, aerodynamic frame and an oversized sweet spot, making it easier to hit powerful shots. The racket also offers great control and spin, allowing for precision and accuracy. The tennis racket is designed to help you improve your game and reach the top of your game.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,660e5be3-1eb5-40d4-bb3a-d5aceb0169d0
486,Tennis Balls,794.18,10,"Tennis balls are a standard piece of equipment used in the sport of tennis. They are round and typically made of rubber with a felt coating. They are designed to bounce and are used to serve, hit, and play the game. Tennis balls are designed to be durable and provide a consistent performance when used in the sport.",http://dummyimage.com/250x250.png/ff4444/ffffff,5800a25c-20bc-43d4-83c0-214e2cfcc6f0
487,Sofa,462.31,21,"The Sofa is a stylish, comfortable seating solution perfect for any living room. It is upholstered in a soft, durable fabric and features a tufted back and armrests, and plush cushions for added comfort. It is available in a variety of colors and styles to fit any home décor.",http://dummyimage.com/250x250.png/cc0000/ffffff,26f23d8e-4589-4d31-89c6-0d76b3b26c3e
488,Chaise Lounge,109.19,21,This chaise lounge is a luxurious and comfortable seating option for your home or office. It is made from high-quality materials and features a plush cushion for ultimate comfort. The lounge has a classic design with elegant curves and a graceful silhouette that will add a touch of sophistication to any room. The lounge also features a reclining backrest and adjustable armrests for added convenience. This chaise lounge is sure to be the perfect addition to any space.,http://dummyimage.com/250x250.png/5fa2dd/ffffff,5ee822bb-e5c9-4025-90e3-03da75069795
489,Loveseat,362.44,21,This stylish loveseat is the perfect addition to any living space. It features a sleek design with comfortable cushions and a durable frame for added support. The neutral colors will blend perfectly with any existing décor. The loveseat is upholstered in a soft fabric for added comfort and is sure to be a stylish focal point in any room.,http://dummyimage.com/250x250.png/dddddd/000000,a9465726-600c-40f6-8703-2b35c63fe26a
490,China Cabinet,281.75,21,"This traditional Chinese-style cabinet is crafted with solid wood and features intricately carved doors and sides. It features two drawers and two shelves for easy storage and organization. The warm, inviting tones of this cabinet will add beauty and elegance to any room. It is perfect for displaying family heirlooms, china, and other treasured items.",http://dummyimage.com/250x250.png/cc0000/ffffff,28293e64-b077-495a-9571-9114853d9fd4
491,Dining Room Table,72.75,21,This modern and stylish dining room table is designed to accommodate up to six people. It has a sleek and contemporary design with a rectangular shape and a strong metal frame for added durability. The tabletop is made from high-quality wood and comes in a walnut finish for a warm and inviting look. This dining room table will make a great addition to any home and is perfect for entertaining friends or family.,http://dummyimage.com/250x250.png/5fa2dd/ffffff,4f9e3977-77fe-46ca-9af6-78f47659e872
492,Dining Room Chairs,562.81,21,"These stylish and comfortable dining room chairs will enhance the look and feel of any dining room. Crafted from sturdy materials, these chairs feature a modern design with clean lines and a smooth finish. The contoured seat offers optimal comfort while the metal legs provide stability. The perfect addition to any dining room decor.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,9a3c4ccd-bb32-4da4-a30d-63cabd287e15
493,Barstools,782.79,21,"Our barstools offer a stylish and comfortable seating solution for any home. Crafted from solid wood and upholstered in a variety of fabrics, these barstools feature a contemporary design with a slatted back and a low profile. Perfect for any kitchen or bar area, these barstools are sure to add a touch of modern sophistication to any space.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,660e5be3-1eb5-40d4-bb3a-d5aceb0169d0
494,Cabinet Organizer,109.35,20,"Our Cabinet Organizer is designed to help you maximize space and keep your kitchen, bathroom, or other cabinets neat and organized. It features adjustable compartments that can be arranged to fit the items you need to store. It also has removable shelves and containers to make it easy to store and access items. The organizer is made of durable plastic that is easy to clean and maintain.",http://dummyimage.com/250x250.png/cc0000/ffffff,5800a25c-20bc-43d4-83c0-214e2cfcc6f0
495,Shot glasses,460.41,20,"Shot glasses are small glasses designed to hold a single measure of liquor or other beverage. They are typically used for taking shots of spirits and liquors. Most shot glasses feature a thick base to prevent them from being easily knocked over, and they are often decorated with designs or logos. Shot glasses make a great addition to any home bar or party.",http://dummyimage.com/250x250.png/dddddd/000000,8c94be6d-5c89-4bd6-bc74-f513326bc696
496,Measuring Cup,439.38,20,"This is a multi-purpose measuring cup that allows you to measure liquids and solids with ease. This cup is designed with easy-to-read measurements up to 8 cups and is made of durable, BPA-free plastic. The spout is designed for pouring and the handle is designed for a comfortable grip. This measuring cup is ideal for baking, cooking, and measuring any kind of liquid or solid.",http://dummyimage.com/250x250.png/ff4444/ffffff,713b1c90-ea24-4a3a-acc9-26c6d873a9e0
497,Measuring Spoons,390.38,20,"Our Measuring Spoons provide an accurate and convenient way to measure ingredients for cooking and baking. The spoons are made from premium stainless steel and have measurements clearly etched on the handle for easy reading. With 4 of the most common sizes, these spoons are sure to help you get the exact measurements you need for all your recipes.",http://dummyimage.com/250x250.png/cc0000/ffffff,29615784-5d94-4303-a657-e95a3a55d978
498,Globe,183.61,21,"Globe is a stunningly designed world globe that is perfect for use in classroom settings, home offices, or as a decorative piece in any home. With its detailed yet subtle design, Globe is an eye-catching and educational piece that will be a conversation starter. The globe features a classic blue and white color scheme and is printed with accurate political and physical boundaries for a comprehensive view of the world. Globe is an ideal addition to any space and will bring a touch of sophistication and elegance.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,efe9cb28-52d2-4d3a-9cac-64be6c198379
499,Ceiling Fan,813.12,21,This ceiling fan is a stylish and functional addition to any room. It features a modern design with three blades and a powerful motor that efficiently circulates air to keep your space cool and comfortable. The fan has adjustable speeds and the blades can be reversed for winter use. It also has a light kit for added convenience and style. This fan is ideal for both residential and commercial settings.,http://dummyimage.com/250x250.png/5fa2dd/ffffff,a57ab777-fc6b-4b16-87e9-11d86756a4ed
500,Ceiling Paint,983.71,7,"This Ceiling Paint is a high-quality, low-odor paint designed to provide a durable finish on interior ceilings. It is formulated with a combination of advanced stain-blocking technology and superior color retention, making it ideal for painting ceilings in high-traffic areas. It is also easy to apply and clean up, and creates a smooth, even finish.",http://dummyimage.com/250x250.png/dddddd/000000,713b1c90-ea24-4a3a-acc9-26c6d873a9e0
501,Ring,712.29,13,"The Ring is a smart home security device that offers an innovative way to protect your home. It features motion-activated cameras, two-way audio, and a siren that can be triggered by an intruder or other emergency. It also has a built-in alarm system and can be connected to your smartphone, so you can receive notifications if something is wrong. With the Ring, you can keep an eye on your home from anywhere, anytime.",http://dummyimage.com/250x250.png/dddddd/000000,951d32f1-2118-4237-a7a6-6e7d62df03f4
502,Braclet,704.06,13,"This beautiful bracelet is crafted from high-quality sterling silver, featuring a delicate chain and a detailed charm that adds a touch of elegance to any outfit. It's perfect for any occasion and is sure to become a favorite accessory. The bracelet is adjustable to fit any wrist size, making it a great gift for anyone.",http://dummyimage.com/250x250.png/cc0000/ffffff,efe9cb28-52d2-4d3a-9cac-64be6c198379
503,Engagement Ring,378.72,13,"This beautiful engagement ring features a stunning round solitaire diamond set in a classic four-prong setting on a band crafted from white gold. The diamond sparkles and shines in this classic and timeless piece, perfect to symbolize the start of a life-long commitment.",http://dummyimage.com/250x250.png/dddddd/000000,ad96aa78-086d-417a-a8cb-e64a0f4470aa
504,Wedding Ring,980.77,13,This exquisite wedding ring is crafted from the finest 14K white gold and features a stunning round-cut diamond center stone surrounded by a halo of sparkling diamonds. The ring is the perfect symbol of your eternal love and commitment. Its classic design and timeless beauty make it an elegant choice for any bride.,http://dummyimage.com/250x250.png/ff4444/ffffff,304ed7f9-da38-4e8e-a344-d3128f03757f
505,Earrings,641.95,13,"These elegant earrings are crafted with a combination of sterling silver and cubic zirconia stones. The earrings feature a classic tear-drop shape, with a single sparkling stone in the center. The delicate earrings are perfect for adding a touch of sparkle to any look.",http://dummyimage.com/250x250.png/cc0000/ffffff,649e5207-2f58-44ae-9438-805e9cdfd565
506,Necklace,911.55,13,This Necklace features a delicate gold chain with a unique charm pendant. The pendant is embellished with a sparkling crystal for a touch of shine. Perfect for adding a touch of glamour to any outfit.,http://dummyimage.com/250x250.png/cc0000/ffffff,649e5207-2f58-44ae-9438-805e9cdfd565
507,Pearl Necklace,85.54,13,"This beautiful pearl necklace features a delicate strand of lustrous white freshwater pearls, each one hand-selected for its exceptional luster and quality. The necklace is secured with a sterling silver clasp and is perfect for any special occasion. Its timeless design is sure to be treasured for years to come.",http://dummyimage.com/250x250.png/dddddd/000000,5ee822bb-e5c9-4025-90e3-03da75069795
508,Toe Ring,926.72,13,"This toe ring is a beautiful accessory for any outfit. Its design features a sparkling crystal in a sleek silver setting, giving it an eye-catching look. This toe ring is perfect for a night out or a special occasion. Wear it alone or pair it with a few other pieces for a more dramatic look. Its adjustable construction ensures a comfortable fit for all toe sizes.",http://dummyimage.com/250x250.png/cc0000/ffffff,a9465726-600c-40f6-8703-2b35c63fe26a
509,Broche,746.08,13,"This Broche is a beautiful and elegant piece of jewelry. It is made of high quality materials and features a unique design that will add a touch of sophistication to any outfit. The Broche is adorned with a sparkling crystal that catches the light, and the intricate detailing provides an exquisite look. Perfect for a special occasion or as a timeless addition to your wardrobe, this Broche is sure to make a statement.",http://dummyimage.com/250x250.png/ff4444/ffffff,5ee822bb-e5c9-4025-90e3-03da75069795
510,Choker,328.32,13,"This fashionable choker necklace offers an updated style to any outfit. It features a thin velvet-like fabric and a metal clasp closure for a sleek, modern look. The perfect accessory for a night out or casual day, this choker necklace adds a touch of sophistication to any ensemble.",http://dummyimage.com/250x250.png/dddddd/000000,29615784-5d94-4303-a657-e95a3a55d978
511,Ear Cuff,861.12,13,"This Ear Cuff is a unique and stylish accessory that will add a touch of sparkle to any outfit. Crafted with a delicate silver and gold plated finish, it features a dazzling array of crystals on its front. Wear it to instantly dress up any look.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,29615784-5d94-4303-a657-e95a3a55d978
512,Eyebrow Ring,937.91,13,"An eyebrow ring is a type of body piercing jewelry that is typically worn in the eyebrow. It is a small hoop or stud that is made of a variety of materials such as gold, silver, titanium, or stainless steel. It is a popular choice for those looking to express their individual style.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,649e5207-2f58-44ae-9438-805e9cdfd565
513,Diamond Ring,92.97,13,"This stunning diamond ring features a classic and timeless design. Crafted with a brilliant round diamond at its center, this ring is the perfect way to express your love and commitment. It is set in a high quality 14k white gold band and is sure to be a treasured piece for years to come.",http://dummyimage.com/250x250.png/cc0000/ffffff,713b1c90-ea24-4a3a-acc9-26c6d873a9e0
514,Diamond Necklace,861.76,13,"Add a touch of glamour to your look with this stunning diamond necklace. This sparkly necklace features a delicate and elegant design with a row of dazzling diamonds set in a high-polish sterling silver setting. Perfect for any special occasion, this necklace will add a luxurious touch to your ensemble.",http://dummyimage.com/250x250.png/cc0000/ffffff,8c94be6d-5c89-4bd6-bc74-f513326bc696
515,Action Movie,357.97,16,"Action Movie is an exciting new movie featuring intense chase scenes, thrilling stunts, and explosive action sequences. Featuring a star-studded cast, the movie follows a group of heroes as they face off against a powerful villain in an all-out battle for justice. With pulse-pounding music and stunning visual effects, Action Movie will take viewers on a thrilling journey of epic proportions.",http://dummyimage.com/250x250.png/dddddd/000000,5800a25c-20bc-43d4-83c0-214e2cfcc6f0
516,Comedy Movie,343.08,16,"Comedy Movie is a light-hearted and entertaining film that will bring laughter to all viewers. It features a cast of talented actors and comical situations that will keep you laughing throughout the movie. Whether you are looking for a laugh-out-loud night with friends or a family-friendly movie night, Comedy Movie is the perfect choice. With its unique humor and captivating story, it will have you laughing from start to finish.",http://dummyimage.com/250x250.png/cc0000/ffffff,29615784-5d94-4303-a657-e95a3a55d978
517,Drama Movie,683.9,16,"A drama movie is a film genre that relies on intense storylines, strong character development and intense emotions to tell its story. Many drama movies feature complex characters dealing with difficult issues such as love, death, loss, and betrayal. Drama movies often feature a range of intense, heartbreaking moments that can leave viewers moved and inspired.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,ad96aa78-086d-417a-a8cb-e64a0f4470aa
518,Documentary,570.08,16,"Documentary is a video-oriented media genre that features non-fictional, journalistic recordings of events. Documentaries often focus on a particular topic or issue, examining it in great detail and providing an in-depth analysis of the subject. Documentaries may feature interviews with experts, archival footage, and narration to provide a comprehensive look at the topic.",http://dummyimage.com/250x250.png/ff4444/ffffff,60949481-739b-4ff4-992e-af360c977755
519,Biopic,665.96,16,"Biopic is a film that tells the life story of a real person or people. It is a genre of film that is based on the life of a non-fictional or historically-based person or people. Biopics strive to present an accurate and comprehensive account of the subject's life, often depicting major events that shaped their personality and development. These films often attempt to portray their subjects in a positive light, exploring their accomplishments, and emphasizing their positive traits.",http://dummyimage.com/250x250.png/ff4444/ffffff,a9465726-600c-40f6-8703-2b35c63fe26a
520,Biography,551.38,17,"Biography is a comprehensive reference guide to the lives and works of the world’s most influential people. It covers a wide range of topics including leaders in politics, science, business, and the arts, to provide an in-depth look into the lives of notable figures throughout history. This invaluable resource includes detailed biographical profiles, images, and timelines that bring the stories to life. Biography is an essential reference tool for anyone who wants to learn more about the people who have shaped our world.",http://dummyimage.com/250x250.png/dddddd/000000,28293e64-b077-495a-9571-9114853d9fd4
521,Autobiography,883.01,17,"Autobiography is an insightful book that chronicles the life of an individual, from birth to the present day. It is a journey of self-discovery and exploration, as the individual reflects on their life experiences, relationships, and successes. Autobiography provides readers with a unique window into the life of the individual, and can be a source of inspiration and guidance.",http://dummyimage.com/250x250.png/dddddd/000000,a9465726-600c-40f6-8703-2b35c63fe26a
522,Scifi Book,747.27,17,"This scifi book is an exciting story of space exploration, adventure, and discovery. It follows the journey of a group of brave astronauts as they travel to distant galaxies, encountering strange and wonderful new life forms and civilizations. Along the way, they experience danger, excitement, and incredible discoveries that will change their lives forever. With thrilling action and vivid descriptions, this book will leave readers enthralled and eager for more.",http://dummyimage.com/250x250.png/ff4444/ffffff,a9465726-600c-40f6-8703-2b35c63fe26a
523,Historical Fiction,708.99,17,"Historical Fiction is a genre of fiction that re-imagines and re-tells real events from the past. It is often set in a specific time period and features characters who are confronting issues and challenges that existed in that era. Historical Fiction often also incorporates elements of fantasy or science fiction, allowing readers to explore and understand the past in new and creative ways.",http://dummyimage.com/250x250.png/cc0000/ffffff,40728e54-2f5b-4d94-b425-ae4069e9f87e
524,Self-help,615.31,17,"Self-help is a term used to describe the practice of helping oneself to improve one's own mental, emotional, and physical well-being. Self-help techniques and strategies are often used to overcome issues such as stress, anxiety, and depression, as well as to promote personal growth and development. Self-help techniques and strategies can include cognitive behavioral therapy, mindfulness, positive self-talk, journaling, relaxation techniques, and goal setting.",http://dummyimage.com/250x250.png/cc0000/ffffff,4f9e3977-77fe-46ca-9af6-78f47659e872
525,Bath Salts,487.64,18,"Our Bath Salts are made with all-natural ingredients and are the perfect way to relax and rejuvenate. Our salts are infused with essential oils to provide a luxurious, aromatic experience. Our salts are perfect for treating sore muscles, stimulating circulation, and promoting a sense of calm and relaxation. Our salts are free from harsh chemicals and toxins, so you can be assured of a safe and enjoyable bath experience.",http://dummyimage.com/250x250.png/cc0000/ffffff,951d32f1-2118-4237-a7a6-6e7d62df03f4
526,Lipstick,625.89,18,"Lipstick is a cosmetic product used to enhance the beauty of lips by giving them color, texture and definition. It is available in various shades and textures, and can be used to create a variety of looks. Lipstick can be applied to the lips directly with a brush, or smudged with a finger or lip brush. It is important to choose a lipstick that is right for your skin tone, as well as one that will be comfortable to wear. Lipstick can provide a subtle or dramatic pop of color to any look, and help to accentuate the shape of the lips.",http://dummyimage.com/250x250.png/ff4444/ffffff,660e5be3-1eb5-40d4-bb3a-d5aceb0169d0
527,Blush,815.62,18,"Blush is a must-have item in any makeup routine, adding a hint of color and definition to the cheekbones and face. Our blush comes in a variety of shades, from pinks to corals, to help you achieve a natural, healthy-looking glow. Our blush is made with natural, lightweight ingredients that blend seamlessly into the skin for a natural finish.",http://dummyimage.com/250x250.png/ff4444/ffffff,04bd1e91-2672-4ccb-90bf-6569adb0fb58
528,Punk Music,933.34,15,"Punk music is a genre of rock music that emerged in the mid-1970s. It is characterized by fast tempos, loud distorted electric guitars, political, anti-establishment lyrics and an overall rebellious attitude. Punk bands typically reject the mainstream music industry and emphasize DIY ethics and independent record labels. Punk music has been a major influence on genres such as alternative rock, indie rock and hardcore.",http://dummyimage.com/250x250.png/cc0000/ffffff,efe9cb28-52d2-4d3a-9cac-64be6c198379
529,Rock Music,173.43,15,"Rock music is a genre of popular music that originated in the 1950s. It is characterized by its strong rhythms, electric guitars, and powerful lyrics. Rock music has evolved over the years, with many different subgenres, including classic rock, hard rock, punk rock, and alternative rock. It is one of the most popular forms of music in the world and has been influential in other genres such as hip-hop and electronic music.",http://dummyimage.com/250x250.png/ff4444/ffffff,9a3c4ccd-bb32-4da4-a30d-63cabd287e15
530,Country Music,140.78,15,"Country Music is a style of Americana music that originated in the Southern United States. It is a blend of folk, blues, gospel and traditional music that is known for its storytelling and heartfelt lyrics. It has become one of the most popular genres in the United States, and has spawned subgenres such as bluegrass and honky-tonk. Country Music is an essential part of American culture, and is enjoyed by people of all ages and backgrounds.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,a9465726-600c-40f6-8703-2b35c63fe26a
531,Pop Music,158.03,15,"Pop Music is a fun, upbeat genre of music that is enjoyed by people of all ages. It includes a variety of styles, from rock, hip-hop, and country, to pop and electronic. Pop music is typically characterized by catchy melodies, simple lyrics, and easy-to-follow beats that make it easy to dance and sing along. It is a great way to have fun and bring people together.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,a1c1d3a4-bbf8-40d1-ae81-5d0a1e95ccb1
532,Blues Music,15.27,15,"Blues music is an American musical genre that originated in African-American communities in the Deep South of the United States around the end of the 19th century. It has roots in traditional African-American music and spirituals, and is typified by a call-and-response pattern, an emphasis on improvisation, and a strong emphasis on rhythm and blues. Blues music typically has a melancholy and soulful sound, and is often characterized by the use of melodic minor scales and a 12-bar structure. It has been a major influence on the development of other genres of music, including jazz, rock and roll, and hip hop.",http://dummyimage.com/250x250.png/dddddd/000000,29615784-5d94-4303-a657-e95a3a55d978
533,Jazz Music,289.91,15,"Jazz is a genre of music that originated in the late 19th and early 20th centuries, typically characterized by syncopated rhythms, polyphonic ensemble playing, varying degrees of improvisation, and often a strong groove. It was born from African-American musical styles such as ragtime, blues, and marching band music, and is known for its complex harmonic structure, improvisatory techniques, and use of syncopated rhythms. Jazz is often seen as the perfect combination of composition and improvisation, and is known for its rich, vibrant sound.",http://dummyimage.com/250x250.png/cc0000/ffffff,26f23d8e-4589-4d31-89c6-0d76b3b26c3e
534,R&B Music,471.74,15,"R&B Music is a genre of popular music that originated in African American communities in the 1940s. It combines elements of soul, funk, jazz, hip hop and pop music. Its main characteristics are its strong beat, its use of vocal harmonies, and its reliance on improvisation. It has become a popular genre for both mainstream and underground audiences. R&B Music is known for its emotive and soulful sound, and its ability to explore complex topics and emotions.",http://dummyimage.com/250x250.png/ff4444/ffffff,cc095fc2-c2e6-42bb-9f33-00b97679d7cf
535,Metal Music,110.1,15,"Metal Music is an exciting genre of music that combines elements of rock, metal, and punk to create a unique and powerful sound. It features intense and aggressive guitar riffs and pounding drums, along with screaming vocals. Metal Music has a unique sound and is a favorite amongst many music fans.",http://dummyimage.com/250x250.png/cc0000/ffffff,8c94be6d-5c89-4bd6-bc74-f513326bc696
536,Rap Music,334.48,15,"Rap Music is a genre of popular music that originated in African American communities in the United States in the late 1970s. It is characterized by a rhythmic vocal delivery, often with a heavy use of slang, rhyme and complex lyrical content. It often features samples from other genres and styles of music, especially funk and soul. Rap has been a major influence on popular culture since the early 1990s, and has been the subject of much debate, criticism and praise.",http://dummyimage.com/250x250.png/ff4444/ffffff,26f23d8e-4589-4d31-89c6-0d76b3b26c3e
537,K-Pop Music,529.22,15,"K-Pop Music is an exciting and upbeat collection of South Korean pop music. Featuring some of the hottest songs from the top Korean artists, this compilation of K-Pop hits will have you singing and dancing along in no time! With its catchy beats, infectious melodies, and lively choreography, K-Pop Music is sure to be a hit with fans of all ages. Enjoy the latest and greatest K-Pop hits in the comfort of your own home and let the music take you away!",http://dummyimage.com/250x250.png/cc0000/ffffff,a1c1d3a4-bbf8-40d1-ae81-5d0a1e95ccb1
538,Jack in the Box,448.76,4,"Jack in the Box is a fast-food restaurant chain founded in 1951. It specializes in burgers, tacos, and other American fast-food favorites. The menu features a variety of options including the famous Jumbo Jack burger, tacos, chicken sandwiches, and a selection of sides like French fries, onion rings, and shakes. Jack in the Box restaurants offer a convenient, affordable dining option for customers on the go.",http://dummyimage.com/250x250.png/cc0000/ffffff,713b1c90-ea24-4a3a-acc9-26c6d873a9e0
539,Braclet Kit,501.7,26,"This Braclet Kit contains all the essential supplies you need to create your own stylish and unique bracelet. The kit includes different colored threads, charms, beads, and a clasp so you can easily assemble your own bracelet. With the included instructions, you can make a personalized bracelet that expresses your own creativity and style.",http://dummyimage.com/250x250.png/dddddd/000000,5ee822bb-e5c9-4025-90e3-03da75069795
540,Blender,715.98,20,"The Blender is a powerful kitchen appliance that can be used to blend, mix, and emulsify a variety of ingredients. It is perfect for making smoothies, milkshakes, soups, sauces, dips, and more. It has a powerful motor and blades to quickly and easily blend ingredients. It also has a variety of settings to choose from to make sure that the blend is perfect every time.",http://dummyimage.com/250x250.png/ff4444/ffffff,34095b1b-54d8-4dfd-a2d2-69c541f12a02
541,Food Processer,505.12,20,"The Food Processor is a powerful kitchen appliance that simplifies food preparation. It features a variety of attachments that allow it to chop, slice, grate, mix and blend ingredients quickly and easily. It is ideal for making homemade sauces, dips, soups, salsa and more. With its powerful motor and sharp blades, it saves time and effort while delivering consistent results. It is also easy to clean and maintain, making it a great addition to any kitchen.",http://dummyimage.com/250x250.png/ff4444/ffffff,26f23d8e-4589-4d31-89c6-0d76b3b26c3e
542,Wet Mop,502.7,20,"This Wet Mop is designed to make cleaning easy. Its sturdy construction ensures it can tackle tough messes with ease, while its microfiber head ensures it picks up dirt and dust easily. Its telescopic handle can be adjusted to suit any height or reach, making it great for any job. The mop head is removable, making it easy to clean and maintain. Its lightweight design makes it easy to maneuver and use.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,8c94be6d-5c89-4bd6-bc74-f513326bc696
543,Duster,918.44,20,"The Duster is a lightweight and durable cleaning tool that is ideal for cleaning hard-to-reach areas. It features a flexible head and an adjustable handle for easy maneuvering, and its soft bristles are designed to effectively collect dust and dirt from surfaces. It is perfect for cleaning furniture, window frames, and other tight spaces and can be used both indoors and outdoors.",http://dummyimage.com/250x250.png/cc0000/ffffff,28293e64-b077-495a-9571-9114853d9fd4
544,Wreath,260.55,21,"This beautiful wreath is the perfect way to decorate your home for any occasion. Handcrafted with lush foliage, bright blooms and delicate accents, this wreath will bring a cheerful and inviting atmosphere to your home. Perfect for seasonal door décor, or any time of year, this wreath is sure to be a stunning statement piece.",http://dummyimage.com/250x250.png/dddddd/000000,5800a25c-20bc-43d4-83c0-214e2cfcc6f0
545,Candlestick,968.91,21,"This classic candlestick is crafted from solid metal and features a sleek and elegant design. It's perfect for adding a touch of sophistication to any room. The high-quality construction ensures a long-lasting product that will provide a warm and inviting atmosphere for years to come. With its simple design and timeless style, this candlestick is a great addition to any home.",http://dummyimage.com/250x250.png/cc0000/ffffff,660e5be3-1eb5-40d4-bb3a-d5aceb0169d0
546,Chandelier,6.55,21,"This stunning chandelier is crafted from high-quality materials and features a unique, eye-catching design. It is sure to bring a touch of elegance and sophistication to any room and is perfect for adding a dramatic focal point. With its intricate details and intricate crystals, this chandelier will surely be the envy of all your guests.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,60949481-739b-4ff4-992e-af360c977755
547,Place mats,95.82,21,"These stylish place mats are perfect for adding a touch of elegance to any dining table. They are made from high-quality materials and come in a variety of colors and patterns to suit any home decor. These place mats are durable and easy to clean, making them a great addition to any mealtime setting. Ideal for everyday use, these place mats will add a touch of sophistication to any dining table.",http://dummyimage.com/250x250.png/ff4444/ffffff,5800a25c-20bc-43d4-83c0-214e2cfcc6f0
548,Coffee Table,837.17,21,"This stylish coffee table is perfect for any living room. It features a sleek, modern design with a smooth surface, angular legs, and a sturdy construction. It is perfect for displaying photos, magazines, or books, and will add a touch of elegance to any space.",http://dummyimage.com/250x250.png/cc0000/ffffff,660e5be3-1eb5-40d4-bb3a-d5aceb0169d0
549,End Table,503.15,21,"This modern end table is perfect for adding a touch of style to any living space. It features a sturdy, MDF construction with a chic, white finish that will look great in any decor. The top is spacious enough for a lamp, plant, books, and more. The open shelf at the bottom offers additional storage space for magazines, books, remotes, and more. The simple yet stylish design of this end table will make a great addition to your home.",http://dummyimage.com/250x250.png/dddddd/000000,4f9e3977-77fe-46ca-9af6-78f47659e872
550,Box Spring,73.82,21,"A box spring is a type of foundation typically used for innerspring mattresses. It is a wooden frame that sits on the bed frame and provides extra support, stability, and height to the mattress. It can also help to reduce noise and motion transfer between the mattress and the bed frame, as well as improve the longevity of the mattress.",http://dummyimage.com/250x250.png/cc0000/ffffff,5800a25c-20bc-43d4-83c0-214e2cfcc6f0
551,Mattress,500.37,21,"This mattress is designed for comfort and support. It features a layer of memory foam that contours to your body, providing you with the perfect balance of comfort and support. The mattress also has a breathable design to keep you cool while you sleep, and is hypoallergenic to make sure you get a great night's rest.",http://dummyimage.com/250x250.png/cc0000/ffffff,a57ab777-fc6b-4b16-87e9-11d86756a4ed
552,Loft Bed,736.19,21,"A Loft Bed is a great space-saving solution for any bedroom. It is a raised bed that is elevated from the ground and is typically used to free up floor space. It is ideal for small bedrooms, dorm rooms, and other tight spaces. It usually comes with a ladder for easy access, and many feature additional storage underneath.",http://dummyimage.com/250x250.png/ff4444/ffffff,a57ab777-fc6b-4b16-87e9-11d86756a4ed
553,Air Fryer,594.02,20,"The Air Fryer is a revolutionary kitchen appliance that uses hot air in combination with high-speed air circulation to cook your favorite fried foods with little to no oil. It is perfect for making healthier versions of fried favorites, such as French fries, chicken wings, mozzarella sticks, and more. With adjustable temperature settings and a digital timer, the Air Fryer is an easy and efficient way to cook delicious meals with less fat and fewer calories.",http://dummyimage.com/250x250.png/dddddd/000000,8c94be6d-5c89-4bd6-bc74-f513326bc696
